n,text,label
5637,"Baixa Definitiva Ordem 2353/2012. Julgado improcedentes os pedidos iniciais, nos termos do artigo 269, inciso I, do Código de Processo Civil, conforme r. sentença datada de 02.09.2013. Transitou em julgado em 30.09.2013. Caixa 1567/2014.",H:Arquivado
5638,Arquivado Definitivamente ARQUIVADO NA CAIXA Nº 4590/2018,H:Arquivado
5639,Arquivado Definitivamente,H:Arquivado
5640,Recibo Juntado,H:Arquivado
5641,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5642,Certidão de Publicação Expedida Relação :0047/2019 Data da Disponibilização: 08/03/2019 Data da Publicação: 11/03/2019 Número do Diário: 2763 Página: 2159/2170,H:Ativo
5643,Certidão de Cartório Expedida Certifico e dou fé que a r. Sentença às fls. 159/161 transitou em julgado. Nada Mais.,H:Ativo
5644,Arquivado Definitivamente Caixa Recall n.º 4722/2017,H:Arquivado
5645,Suspensão do Prazo Prazo referente ao usuário foi alterado para 02/07/2019 devido à alteração da tabela de feriados,H:Ativo
5646,Arquivado Definitivamente Pacote nº 12.733/19.,H:Arquivado
5647,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:5029Maço recebido pelo arquivo em:26/01/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5648,Recebidos os Autos do Ministério Público Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª. Vara Cível,H:Ativo
5649,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5650,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5651,Documento Juntado,H:Ativo
5652,"Baixa Definitiva extinto, pois passou a tramitar como o nº 3550-19.2015",H:Arquivado
5653,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Arquivo 15/6/2015,H:Arquivado
5654,Certidão de Publicação Expedida Relação :0186/2019 Data da Disponibilização: 19/03/2019 Data da Publicação: 20/03/2019 Número do Diário: 2770 Página: 523/525,H:Ativo
5655,"Certidão de Cartório Expedida Certifico e dou fé haver CANCELADO o mandado de levantamento nº 187/2016 por não constar o nº processo da guia de depósito judicial (fls.26). Certifico mais haver expedido novo mandado de levantamento sob nº 192/2016 em favor do advogado do Autor, encontrando-se arquivado em pasta própria deste Cartório",H:Arquivado
5656,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
5657,Arquivado Definitivamente - Processo Findo com Condenação,H:Arquivado
5658,Arquivado Definitivamente,H:Arquivado
5659,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5660,Arquivado Definitivamente,H:Arquivado
5661,Arquivado Definitivamente,H:Arquivado
5662,Certidão de Cartório Expedida Certidão - Remessa Tribunal-Colégio Recursal,H:Ativo
5663,Certidão de Publicação Expedida Relação :0563/2018 Data da Disponibilização: 14/12/2018 Data da Publicação: 17/12/2018 Número do Diário: 2718 Página: 2160-2182,H:Ativo
5664,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)Situação:Processo aguardando remessa ao cartório de origem.,H:Arquivado
5665,Certidão de Publicação Expedida Relação :0294/2016 Data da Disponibilização: 31/08/2016 Data da Publicação: 01/09/2016 Número do Diário: 2191 Página: 2518/2522,H:Arquivado
5666,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5667,Autos no Prazo,H:Ativo
5668,Recebidos os Autos do Tribunal de Justiça Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 10ª Vara de Fazenda Pública,H:Ativo
5669,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
5670,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados ARQUIVADO EM 21/05/2015 CAIXA 1627/2015,H:Arquivado
5671,Conclusos para Despacho,H:Ativo
5672,Tipo do Movimento:Publicado  Sentença Folhas do DJERJ.:7/23,H:Ativo
5673,Início da Execução Juntado 0066533-05.2018.8.26.0100 - Cumprimento de sentença,H:Arquivado
5674,Arquivado Definitivamente,H:Arquivado
5675,Ofício Juntado,H:Ativo
5676,Certidão (Documento Restrito) Devolução De Mandado De Id F178E42,H:Ativo
5677,Remessa do Arquivo CAIXA 4390/2017,H:Arquivado
5678,AR Positivo Juntado,H:Arquivado
5679,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80010 - Protocolo: FFPA17002308234,H:Ativo
5680,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:10106Maço recebido pelo arquivo em:08/05/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5681,Certidão de Publicação Expedida Relação :0144/2019 Data da Disponibilização: 28/02/2019 Data da Publicação: 01/03/2019 Número do Diário: 2759 Página: 4055-4057,H:Ativo
5682,Tipo do Movimento:Devolução de Carta Precatória ,H:Ativo
5683,"Remetido ao DJE Relação: 0058/2019 Teor do ato: Controle (141/2008): Fls. 531/533: Manifeste-se em quinze (15) dias a Fazenda do Estado de São Paulo, acerca das alegações apresentadas pelos autores. ( intimação efetuada nos termos do Comunicado CG 1307/2007). Advogados(s): Cynthia Pollyanna de Faria Franco (OAB 171103/SP), Leonardo Arruda Munhoz (OAB 173273/SP), Airton Camilo Leite Munhoz (OAB 65444/SP), Leydslayne Israel Lacerda (OAB 301796/SP)",H:Ativo
5684,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
5685,Agravo de Instrumento - Acórdão e Demais Peças Juntados - Com Trânsito em Julgado - Agravo Destruído,H:Ativo
5686,Arquivado Definitivamente Arquivado nos termos da r. decisão de fls.252.,H:Arquivado
5687,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
5688,Arquivado Definitivamente Arquivado na caixa 3027/2017,H:Arquivado
5689,Incidente Processual Instaurado Seq.: 03 - Precatório,H:Arquivado
5690,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
5691,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva CARTA PRECATÓRIA DEVOLVIDA AO CARTÓRIO DE ORIGEM / CUMPRIDA POSITIVA / C/C LOTE: 18 ( P ),H:Arquivado
5692,Certidão de Publicação Expedida Relação :0238/2017 Data da Disponibilização: 04/08/2017 Data da Publicação: 07/08/2017 Número do Diário: 2403/2017 Página: 1885 e ss,H:Ativo
5693,Arquivado Definitivamente,H:Arquivado
5694,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva CÍVEL,H:Arquivado
5695,Certidão de Publicação Expedida Relação :0141/2019 Data da Disponibilização: 13/03/2019 Data da Publicação: 14/03/2019 Número do Diário: 2766 Página: 1611/1615,H:Ativo
5696,Certidão de Publicação Expedida Relação :0424/2017 Data da Disponibilização: 02/05/2017 Data da Publicação: 03/05/2017 Número do Diário: 2336 Página: 3335/3338,H:Arquivado
5697,Arquivado Definitivamente CX.4486/2015,H:Arquivado
5698,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5699,Arquivado Definitivamente,H:Arquivado
5700,Arquivado Definitivamente,H:Arquivado
5701,Arquivado Provisoriamente,H:Suspenso
5702,Suspensão do Prazo Prazo referente ao usuário foi alterado para 21/03/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 11/03/2019 devido à alteração da tabela de feriados,H:Ativo
5703,Arquivado Provisoriamente,H:Suspenso
5704,Arquivado Provisoriamente,H:Suspenso
5705,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5706,Arquivo em Guarda permanente Remetido para o Arquivo Geral na Caixa 2750/2015,H:Arquivado
5707,Juntada A Petição De Solicitação De Habilitação (Requer Juntada),H:Ativo
5708,Certidão de Publicação Expedida Relação :0256/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 1703/1716,H:Ativo
5709,Expedição de documento cumprir,H:Ativo
5710,Trânsito em Julgado às partes - Suspenso Certidão - Trânsito em Julgado,H:Suspenso
5711,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
5712,"Autos Destruídos ARQUIVO DEFINITIVO. Edital nº 04/2015. Tit.: retirados, em 18/09/2015, pelo adv. darequerente Dr. Reinaldo Daniel Rigobelli. Causa no valor de 31.520,00. Sent. em 27/07/2015, julgou ext. c/ fund. no art. 267, inciso VIII, do CPC. T.J. em 11/08/2015. Destruir em 11/11/2015.",H:Arquivado
5713,"Certidão de Cartório Expedida Certifico e dou fé que foram interpostos 2 (dois) incidentes digitais para expedição de ofício requisitório sendo 1(um) referente a ORPV e 1 (um) referente a Precatório, os quais encontram-se aguardando análise. Nada Mais.",H:Ativo
5714,Conclusos para Decisão,H:Ativo
5715,Baixa Definitiva,H:Arquivado
5716,Certidão de Publicação Expedida Relação :0530/2018 Data da Disponibilização: 17/12/2018 Data da Publicação: 18/12/2018 Número do Diário: Página:,H:Ativo
5717,Suspensão do Prazo Prazo referente ao usuário foi alterado para 05/04/2019 devido à alteração da tabela de feriados,H:Ativo
5718,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Cível,H:Ativo
5719,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:7686Maço recebido pelo arquivo em:06/08/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5720,Arquivado Definitivamente,H:Arquivado
5721,Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:1280/1286,H:Arquivado
5722,Arquivado Definitivamente,H:Arquivado
5723,Certidão de Publicação Expedida Relação :0434/2017 Data da Disponibilização: 16/10/2017 Data da Publicação: 17/10/2017 Número do Diário: 2450 Página: 3544,H:Arquivado
5724,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 682/12 - 3 VOLUMES 551/96 - 4 VOLUMES Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5725,Certidão de Publicação Expedida Relação :0203/2019 Data da Disponibilização: 08/03/2019 Data da Publicação: 11/03/2019 Número do Diário: 2763 Página: 1553/1571,H:Ativo
5726,Número Do Protocolo: 11411002Nome: Longo Assessoria Em Digitação S/C Ltda Protocolo De Petição De Manifestação Sobre Cálculos,H:Ativo
5727,Arquivado Definitivamente PACOTE - 4994/2019,H:Arquivado
5728,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5729,Sentença Registrada,H:Ativo
5730,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5731,Arquivado Provisoriamente,H:Suspenso
5732,Certidão de Publicação Expedida Relação :0205/2019 Data da Disponibilização: 18/03/2019 Data da Publicação: 19/03/2019 Número do Diário: 2769 Página: 3033/3046,H:Suspenso
5733,Arquivado Definitivamente,H:Arquivado
5734,Autos Entregues em Carga ao Advogado do Autor Tipo de local de destino: Advogado Especificação do local de destino: Fernando Igor Lemos,H:Arquivado
5735,Certidão de Publicação Expedida Relação :0027/2019 Data da Disponibilização: 22/02/2019 Data da Publicação: 25/02/2019 Número do Diário: Página:,H:Ativo
5736,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
5737,"Pedido de Extinção - Obrigação Satisfeita (art. 924, II, do CPC) Juntada a petição diversa - Tipo: Pedido de Extinção (art. 924, II, do CPC) em Execução Fiscal - Número: 80005 - Protocolo: FJMJ19010918536 - Complemento: Petição do Exequente - Pedido de Extinção (art. 924, II, do CPC)",H:Ativo
5738,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
5739,Certidão de Publicação Expedida Relação :0047/2017 Data da Disponibilização: 07/04/2017 Data da Publicação: 10/04/2017 Número do Diário: 2324 Página: 2059/2060,H:Arquivado
5740,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva 1ª VARA FEDERAL DE BOTUCATU - SEÇÃO JUDICIÁRIA DO ESTADO DE SÃO PAULO,H:Arquivado
5741,Arquivado Provisoriamente,H:Suspenso
5742,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5743,Certidão de Publicação Expedida Relação :0119/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 1541/1554,H:Ativo
5744,Certidão de Publicação Expedida Relação :0050/2018 Data da Disponibilização: 05/03/2018 Data da Publicação: 06/03/2018 Número do Diário: 2528 Página: 1384/1393,H:Arquivado
5745,Arquivado Definitivamente ARQUIVADO EM 20/MAI/2017 CX 4722/2017,H:Arquivado
5746,"Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença proferida em 25/02/2015, à fl. 320, transitou em julgado em 18/03/2015. Certifico ainda que o processo foi baixado definitivamente no sistema e arquivado nesta data.",H:Arquivado
5747,Arquivado Definitivamente,H:Arquivado
5748,Baixa Definitiva,H:Arquivado
5749,Comprovante de Depósito Juntado,H:Ativo
5750,Arquivado Definitivamente,H:Arquivado
5751,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva,H:Arquivado
5752,Início da Execução Juntado Seq.: 01 - Cumprimento de sentença,H:Arquivado
5753,Certidão de Publicação Expedida Relação :0150/2018 Data da Disponibilização: 28/05/2018 Data da Publicação: 29/05/2018 Número do Diário: 2584 Página: 1252/1258,H:Ativo
5754,Certidão de Publicação Expedida Relação :0173/2019 Data da Disponibilização: 04/02/2019 Data da Publicação: 05/02/2019 Número do Diário: 2741 Página: 1848/1854,H:Ativo
5755,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução Fiscal - Número: 80007 - Protocolo: FCNL18000061550,H:Ativo
5756,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
5757,Certidão de Publicação Expedida Relação :0003/2019 Data da Disponibilização: 28/01/2019 Data da Publicação: 29/01/2019 Número do Diário: 2736 Página: 1308/1314,H:Ativo
5758,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal,H:Arquivado
5759,Arquivado Definitivamente,H:Arquivado
5760,Autos no Prazo PRAZO 10/04/2019 Vencimento: 10/05/2019,H:Ativo
5761,Arquivado Definitivamente INCIDENTE DE CUMPRIMENTO DE SENTENÇA AUTUADO,H:Arquivado
5762,Baixa Definitiva,H:Arquivado
5763,Baixa Definitiva CX 5473/2017,H:Arquivado
5764,Certidão de Publicação Expedida Relação :0211/2016 Data da Publicação: 15/04/2016 Data da Disponibilização: 14/04/2016 Número do Diário: 2096 Página: 1081/1083,H:Arquivado
5765,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5766,Certidão de Trânsito em Julgado com Baixa Expedida CERTIDÃO - Trânsito em Julgado com BaixaCertifico e dou fé que a r. sentença de p. 51 transitou em julgado em 06/03/2018 para a embargada. Certifico ainda que o processo foi baixado definitivamente no sistema e arquivado,H:Arquivado
5767,Arquivado Definitivamente,H:Arquivado
5768,Certidão de Cartório Expedida Termo - Abertura de Volume,H:Ativo
5769,Tipo do Movimento:Digitação de Documentos ,H:Ativo
5770,"Autos no Prazo Aguardando a marcação da data para perícia do IMESC e, posteriormente, sua realização. Ofício para marcação da data foi enviado em 14/06/18, e o AR recebido em 04/04/18 Vencimento: 12/06/2019",H:Ativo
5771,Certidão de Publicação Expedida Relação :0067/2019 Data da Disponibilização: 13/03/2019 Data da Publicação: 14/03/2019 Número do Diário: 2766 Página: 2227/2231,H:Ativo
5772,"Arquivado Provisoriamente Certifico e dou fé que em cumprimento ao despacho de fls. 69, item 3, remeto estes autos ao arquivo provisório. Nada Mais.",H:Suspenso
5773,Certidão de Cartório Expedida Certifico e dou fé que Procedi ao arquivamento dos autos.,H:Ativo
5774,Arquivado Definitivamente,H:Arquivado
5775,Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.,H:Ativo
5776,Arquivado Definitivamente,H:Arquivado
5777,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
